decision_id,source,split,placement_id,placement_key,condition,horizon,matched_scan_index,strict_label,strict_advantage,base_outcome,detour_outcome,retreat_outcome,base_utility,detour_utility,retreat_utility,oracle_utility,base_catastrophe_risk
d6337f0cccc18f4bebe07016fa813f0b4ff589acd6d94569b6df8579a7a637f4,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass_recovery_heldout_0000,exposed:glass_recovery_heldout_0000,glass,5,36,detour_retreat_tie,0.0,catastrophe,safe_noncompletion,safe_noncompletion,-1.0,0.0,0.0,0.0,0.48397654265097256
9c3b09fa606145df31bd37610d7a925923fc86356141e0ef475d462bc7351269,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass_recovery_heldout_0000,exposed:glass_recovery_heldout_0000,offpath,5,36,strict_detour,1.0,safe_noncompletion,task_success,safe_noncompletion,0.0,1.0,0.0,1.0,0.6270824047476998
5989fcb9d26c152250f5ce05dd470187319ad3e077cc2eba3b3f83eb8fc1e467,821b498fc1fcb4e3c103635fa473d7577f718c4f633b273772954295c83ae585,calibration,glass_recovery_heldout_0000,exposed:glass_recovery_heldout_0000,noglass,5,36,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.3024776975853073
f9523dd482148c96b3aa0cc95deadcebd2b0bd112ba2607ecce9cb23db51fd3b,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,glass,40,5,strict_detour,1.0,catastrophe,task_success,safe_noncompletion,-1.0,1.0,0.0,1.0,0.020628001464693235
a47de32228f336385991a5c09b8b6d83bbe48f55013491b6c4511713ed092e81,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,offpath,40,5,no_good_option,0.0,catastrophe,catastrophe,catastrophe,-1.0,-1.0,-1.0,-1.0,0.014648833037788078
45864e01432f01c013652724ba6d152702003d987043b690b5e02fa774c05cbb,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,noglass,40,5,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.021555154474407368
d09a5073901f11a5289cc361ef7e0432793bf00b1522a967e455148841fb74fa,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,glass,30,15,strict_detour,1.0,catastrophe,task_success,safe_noncompletion,-1.0,1.0,0.0,1.0,0.44319439066337263
26f8a5931cba20ecf40082118a86110aa581e8ba2a615607bc1c530515b89c1b,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,offpath,30,15,strict_base,2.0,task_success,catastrophe,catastrophe,1.0,-1.0,-1.0,1.0,0.14541965422807146
7f80261cec138128156ae38d318492c2a5d002eeb9857326657b6fcf4802152b,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,noglass,30,15,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.10447404446524267
929a8a217ef65843737760bf2c101ed24365a2b9f2af5735e57d9e38e68986d9,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,glass,20,25,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.5383047712967676
72c1080394fa886a793eaf37ee43d44623ba909af59f1698bdb9e65b44b1fff9,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,offpath,20,25,strict_base,2.0,task_success,catastrophe,catastrophe,1.0,-1.0,-1.0,1.0,0.015633681381839626
21758c5bf6d4d7b60e9f2d488b374f80f389b11d8af18c6791d60babc6341fed,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,noglass,20,25,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.10235381709474023
9e6b70fac52d4814916c8dd5f9fcc38fb8058dc69a7158003be5226c4eb23348,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,glass,10,35,strict_detour,2.0,catastrophe,task_success,catastrophe,-1.0,1.0,-1.0,1.0,0.011314326787912776
5abcd534497aee3ba83fe2dd93c08d83b89ebc684974b33956ee78f45f28fa5d,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,offpath,10,35,strict_base,2.0,task_success,catastrophe,catastrophe,1.0,-1.0,-1.0,1.0,0.74047104730091
df5e9b00c0084279aa573b37fc06928393ed236bb0e1b78704de2a706d477797,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,noglass,10,35,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.2453184603316354
4abc167708f703428980c20b052dc89fa622b27ce90591f342bd190d19f07b0e,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,glass,5,40,no_good_option,0.0,catastrophe,catastrophe,catastrophe,-1.0,-1.0,-1.0,-1.0,0.07194583480805983
ac1ce680fba839e5725a13941bbbff67635d55fe62da5eed4a36651ddb00cf1c,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,offpath,5,40,strict_base,2.0,task_success,catastrophe,catastrophe,1.0,-1.0,-1.0,1.0,0.20553461619730373
b4f9630ce72e156e62fafd5afff8da6698b350c0c9d9c49c2036d555522fbf64,9176c2514b8a62105f4d2b8a22a8a0b0236c5b9feda58c18ef64cea917b98d9d,calibration,glass_recovery_heldout_0001,exposed:glass_recovery_heldout_0001,noglass,5,40,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.09198199024466269
9536ab471ebe42e900a5e35ceaccb418ed35df99a9b456b46687dc6d5e566678,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,glass,30,2,strict_detour,1.0,catastrophe,task_success,safe_noncompletion,-1.0,1.0,0.0,1.0,0.0034190933086547526
b33b5638a190a400704a4d1c954355c1522377e71560588a2139e1be7250dd88,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,offpath,30,2,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.010855578807926647
d46499534dc0be148b6b545899dbfc4f93ed827155c722409bd4e4dfc56cadb1,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,noglass,30,2,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.0023541951975794007
186a916dbe71449fe65154f08c6e55355feff1d4a5d3ce5a4394889efcdc8edd,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,glass,20,12,strict_detour,1.0,catastrophe,task_success,safe_noncompletion,-1.0,1.0,0.0,1.0,0.3344391019008892
85674815336c9d8e58b0bf38bf2b2d29810f0edb2ea09b3cf876cab5f2b59473,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,offpath,20,12,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.039576391412654455
919393b4fcd1357a87ed0d692f9a599a963c713d9442be307fb11b9a3254b1e4,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,noglass,20,12,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.07361201010504947
7ca83a44e99d367d2e95daed5356b7f69806fa6d35b7dfdc4c906de79fb6c46b,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,glass,10,22,strict_detour,1.0,catastrophe,task_success,safe_noncompletion,-1.0,1.0,0.0,1.0,0.26507352588106803
2d8b7ebb946d6ae1c419be6f1d017402f4caebe3a41bdf1b45c4e307f9a0dfc8,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,offpath,10,22,base_tie,0.0,safe_noncompletion,safe_noncompletion,safe_noncompletion,0.0,0.0,0.0,0.0,0.002376724533222796
6b3d8f149775215a8dd6859260f47987723510b3fd3769527caf9e4de3de4482,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,noglass,10,22,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.01496845435121219
8147506dceb773529f7f5cffa4cff343369b10ca9e09dd140f9f6b92508b75e5,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,glass,5,27,no_good_option,0.0,catastrophe,catastrophe,catastrophe,-1.0,-1.0,-1.0,-1.0,0.12293719741974529
d0ed696615208ad1458c6e42fc544ce5da8855ea2978845ca4634bec010997da,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,offpath,5,27,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.2625279510514009
06405c2a2739663946992d69964977e50eb1d9ea3d19c2bca8d155f48c58bc19,986b3dff233a80cf0fd1c48f815600f49b95f83be0d9f898fee40d0a5c9dca63,calibration,glass_recovery_heldout_0002,exposed:glass_recovery_heldout_0002,noglass,5,27,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.07696559933229552
3f5a6bd73b2fbd27d4aa80b8d9c2e490713a3714416b856ecde76431d0a6e618,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,glass,40,0,detour_retreat_tie,0.0,catastrophe,safe_noncompletion,safe_noncompletion,-1.0,0.0,0.0,0.0,0.0006806085758404024
f5b9a59ffe5ce63c17ac62f38c51af1d17070bd0e0285a1b081f6784e14234ec,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,offpath,40,0,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.003403424503613639
e2b4cb16b6c82299394c7883a9577d110873e806274d9dd3fc3711f6555effa1,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,noglass,40,0,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.0019146536410499237
d70a5c79a08b635f803955fd4ec08bc82c7a197a619e3a08cefaf0415ceaffc3,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,glass,30,10,detour_retreat_tie,0.0,catastrophe,safe_noncompletion,safe_noncompletion,-1.0,0.0,0.0,0.0,0.014933632669359542
92c6389616c0405b089294ac52fd8c4aa00534d7037572fcee2f6e4cc6eeae6d,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,offpath,30,10,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.01915946378133948
0ac81ecec4bd585cca014c2d6b24d219def6cc838747a7acfd0fb99dfe2d6893,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,noglass,30,10,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.019525563734039242
72a1ebf3e52a6671263202e9672070a7013b2dde26219c45b247bf795a50aa76,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,glass,20,20,strict_retreat,1.0,catastrophe,catastrophe,safe_noncompletion,-1.0,-1.0,0.0,0.0,0.294780051527764
a0277575a74cb99f2dcd08f4f6e017565faaeb5c88c9f1ee7b8c71e53688c683,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,offpath,20,20,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.1438729752196657
ce42361700188f5903885bc1affe1814e6390e128ef45d7452f5f6691aecd3d9,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,noglass,20,20,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.2627953719228886
934ab253c7fd1fe941ee81c193820b2134914aeede1773bc31a10d61a4afba06,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,glass,10,30,strict_retreat,1.0,catastrophe,catastrophe,safe_noncompletion,-1.0,-1.0,0.0,0.0,0.05391275860198108
adda857223fd2ba6236102475be45ef4252b7b79cd034b0a750e9c64c5081c34,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,offpath,10,30,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.05409023996884976
964df9d7735c6129ef388d9b0070f0746e325136e24ecb40836e4645cab0ca10,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,noglass,10,30,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.8622682680746792
d7a83459cf8aa26ed9fb64db5f2fee6516ff0efd5181aab296ce9e56131d34eb,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,glass,5,35,strict_detour,1.0,catastrophe,safe_noncompletion,catastrophe,-1.0,0.0,-1.0,0.0,0.19612410374763056
ddbb93a95278a884eb6255bdeeb344c62f93593a77e43a5a0a6a1e14c6826ecb,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,offpath,5,35,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.19203181561000093
8fb4d33f36ffe1615d2ba07bc1646fabf7b119cf8dff76e47ab3779a2829749e,c8fa274849bf4beeb7c46b93a7de7a6242e5af2e9c83a395e8d0db16da5e81d8,calibration,glass_recovery_heldout_0003,exposed:glass_recovery_heldout_0003,noglass,5,35,base_tie,0.0,safe_noncompletion,safe_noncompletion,safe_noncompletion,0.0,0.0,0.0,0.0,0.3201964203370036
3b52e4d62f7cb42af442219b648b1fbb843b556c0a07828ecfe6524443134193,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,glass,30,1,detour_retreat_tie,0.0,catastrophe,safe_noncompletion,safe_noncompletion,-1.0,0.0,0.0,0.0,0.061469723902199846
2218b2589b3c49686f6a6ea041e54f40f73fd53579a968060082c58466ea26d5,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,offpath,30,1,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.011830421723741602
fb5a57fe0687c64ece17903ce01ae92733ed65b358795e06fa6c13a522d7010b,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,noglass,30,1,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.0022670798844732776
3ddbe1e12c62eb0146f616ceb9ce6e48e60a8813c0c5512d2c54fc22b5e949bc,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,glass,20,11,strict_retreat,1.0,catastrophe,catastrophe,safe_noncompletion,-1.0,-1.0,0.0,0.0,0.36051761105447955
63f5c8df3f40d39e40121624ab299ec26490b6465931e67415e5b39abffd29e7,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,offpath,20,11,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.001759005691106652
ab1f14bd986007a3b2ecf47d815442c3aa1ef650b82f1240cab21b4d65b7b4ac,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,noglass,20,11,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.24955282416223135
43f2bbbbfa3e37282a9cc7605f87507e77eb0045f02bb19b4811696d22618c3b,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,glass,10,21,strict_retreat,1.0,catastrophe,catastrophe,safe_noncompletion,-1.0,-1.0,0.0,0.0,0.9618022732192889
36cd365440fc812ef0e72e970a96b609054d53bb41013055bd8cfe944ae6202c,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,offpath,10,21,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.4721798028321078
e676faab7ac5fc775f47f40d7b533315831c9db0d4edc1b25ec0019189dffe25,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,noglass,10,21,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.9063858684418425
a649bbb65ec1b7ffee000fb9dc16e27ba60acebb93831cb4d78f77fd0e575e9e,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,glass,5,26,base_tie,0.0,safe_noncompletion,catastrophe,safe_noncompletion,0.0,-1.0,0.0,0.0,0.31845590693787684
b21f0f5bb919b132f99c8fe499127acae8d7fb31bc2603305aa137109ed4ac59,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,offpath,5,26,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.3853951051858744
b6c20cff6489ed9caf015bf6c181d7b77f4615c3e44b83a134b95fbb68355344,76fe1d96587ab928f6fb5d7750ecd048fd712eb3d66aa60feb972a3d9d56c9d1,calibration,glass_recovery_heldout_0004,exposed:glass_recovery_heldout_0004,noglass,5,26,strict_base,1.0,task_success,safe_noncompletion,safe_noncompletion,1.0,0.0,0.0,1.0,0.07426546610514562
82182bde0cdb3ab90d335aa3dedadcd94882aac4d2ccd658e64085e2e2c318ca,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass_recovery_train_0000,exposed:glass_recovery_train_0000,glass,40,8,detour_retreat_tie,0.0,catastrophe,safe_noncompletion,safe_noncompletion,-1.0,0.0,0.0,0.0,0.7126674645407045
171e3b9ff29671f49fb01da35f57ac039a44ad527f5a38c52fa09bf91919fd5f,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass_recovery_train_0000,exposed:glass_recovery_train_0000,offpath,40,8,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.2956298678207194
e57cf4f5a120b8251b4725894eab5f28c320245fa3d277e65d1aa3e43826522e,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass_recovery_train_0000,exposed:glass_recovery_train_0000,noglass,40,8,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.2461877431404521
eace55b046569a0c99d63cbb3c8e1828a57a11c4923477307d21bbdb9791fbfb,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass_recovery_train_0000,exposed:glass_recovery_train_0000,glass,30,18,detour_retreat_tie,0.0,catastrophe,safe_noncompletion,safe_noncompletion,-1.0,0.0,0.0,0.0,0.5558071665539827
029b72a3ea7b0072025eba7e153d77bed56e532fce1a1fb8ba870254eadb2fb1,69fa7e93588c6aea4b134efa44633d38556ce1656b46df276021920a664881a3,train,glass_recovery_train_0000,exposed:glass_recovery_train_0000,offpath,30,18,base_tie,0.0,task_success,task_success,safe_noncompletion,1.0,1.0,0.0,1.0,0.9093473416560878
